mode,prompt_type,id_,score
easy,simple,0,0.2651073932647705
easy,simple,1,0.2653100788593292
easy,simple,2,0.24893690645694733
easy,simple,3,0.2494240701198578
easy,simple,4,0.2903725504875183
easy,simple,5,0.29057034850120544
easy,simple,6,0.27811500430107117
easy,simple,7,0.27810007333755493
easy,simple,8,0.28683745861053467
easy,simple,9,0.2869611084461212
easy,simple,10,0.3053540587425232
easy,simple,11,0.3055866062641144
easy,simple,12,0.28877899050712585
easy,simple,13,0.28871095180511475
easy,simple,14,0.268218994140625
easy,simple,15,0.26811695098876953
easy,simple,16,0.26860904693603516
easy,simple,17,0.26915818452835083
easy,simple,18,0.3000186085700989
easy,simple,19,0.30061256885528564
easy,simple,20,0.2599472999572754
easy,simple,21,0.2601665258407593
easy,simple,22,0.24279284477233887
easy,simple,23,0.2423335313796997
easy,simple,24,0.29191476106643677
easy,simple,25,0.2920385003089905
easy,simple,26,0.3040982484817505
easy,simple,27,0.3042265474796295
easy,simple,28,0.2924182116985321
easy,simple,29,0.29245373606681824
easy,simple,30,0.28873565793037415
easy,simple,31,0.28873565793037415
easy,simple,32,0.28016752004623413
easy,simple,33,0.27938297390937805
easy,simple,34,0.264043927192688
easy,simple,35,0.2639892101287842
easy,simple,36,0.28425848484039307
easy,simple,37,0.28569644689559937
easy,simple,38,0.2944506108760834
easy,simple,39,0.2948564887046814
easy,simple,40,0.2609088122844696
easy,simple,41,0.26039546728134155
easy,simple,42,0.28139734268188477
easy,simple,43,0.28099608421325684
easy,simple,44,0.3000198304653168
easy,simple,45,0.29996418952941895
easy,simple,46,0.2851501405239105
easy,simple,47,0.28469452261924744
easy,simple,48,0.25123798847198486
easy,simple,49,0.2511186897754669
easy,simple,50,0.2795723080635071
easy,simple,51,0.27982744574546814
easy,action+layout,0,0.2477657049894333
easy,action+layout,1,0.27360859513282776
easy,action+layout,2,0.27502644062042236
easy,action+layout,3,0.26024484634399414
easy,action+layout,4,0.2893989682197571
easy,action+layout,5,0.31610268354415894
easy,action+layout,6,0.3102572560310364
easy,action+layout,7,0.28546416759490967
easy,action+layout,8,0.27581787109375
easy,action+layout,9,0.2928644120693207
easy,action+layout,10,0.3057960271835327
easy,action+layout,11,0.2814495861530304
easy,action+layout,12,0.2868688404560089
easy,action+layout,13,0.26311543583869934
easy,action+layout,14,0.24751821160316467
easy,action+layout,15,0.26926344633102417
easy,action+layout,16,0.2767680287361145
easy,action+layout,17,0.2685297429561615
easy,action+layout,18,0.2712138295173645
easy,action+layout,19,0.25521767139434814
easy,action+layout,20,0.2841014266014099
easy,action+layout,21,0.26716601848602295
easy,action+layout,22,0.25591713190078735
easy,action+layout,23,0.2967579960823059
easy,action+layout,24,0.26523852348327637
easy,action+layout,25,0.2852238118648529
easy,action+layout,26,0.29238516092300415
easy,action+layout,27,0.27237969636917114
easy,action+layout,28,0.31191280484199524
easy,action+layout,29,0.3172791004180908
easy,action+layout,30,0.2966502904891968
easy,action+layout,31,0.2977284789085388
easy,action+layout,32,0.2888963222503662
easy,action+layout,33,0.25368717312812805
easy,action+layout,34,0.26637959480285645
easy,action+layout,35,0.2438247948884964
easy,action+layout,36,0.2952175736427307
easy,action+layout,37,0.3131129741668701
easy,action+layout,38,0.2774156928062439
easy,action+layout,39,0.277152955532074
easy,action+layout,40,0.25173941254615784
easy,action+layout,41,0.277138888835907
easy,action+layout,42,0.26230916380882263
easy,action+layout,43,0.2631228566169739
easy,action+layout,44,0.2950097918510437
easy,action+layout,45,0.3086630702018738
easy,action+layout,46,0.28735002875328064
easy,action+layout,47,0.25170332193374634
easy,action+layout,48,0.24797964096069336
easy,action+layout,49,0.25041937828063965
easy,action+layout,50,0.26592499017715454
easy,action+layout,51,0.26253753900527954
easy,action+expression,0,0.28725218772888184
easy,action+expression,1,0.24460500478744507
easy,action+expression,2,0.2802804112434387
easy,action+expression,3,0.24246227741241455
easy,action+expression,4,0.27414923906326294
easy,action+expression,5,0.30356380343437195
easy,action+expression,6,0.26941248774528503
easy,action+expression,7,0.2928551733493805
easy,action+expression,8,0.311579167842865
easy,action+expression,9,0.29082921147346497
easy,action+expression,10,0.313591867685318
easy,action+expression,11,0.3127884268760681
easy,action+expression,12,0.3080141246318817
easy,action+expression,13,0.2629368305206299
easy,action+expression,14,0.2695271968841553
easy,action+expression,15,0.280269056558609
easy,action+expression,16,0.28544044494628906
easy,action+expression,17,0.27558791637420654
easy,action+expression,18,0.32281890511512756
easy,action+expression,19,0.30683520436286926
easy,action+expression,20,0.2568354308605194
easy,action+expression,21,0.2819042503833771
easy,action+expression,22,0.27320143580436707
easy,action+expression,23,0.2504209578037262
easy,action+expression,24,0.27673229575157166
easy,action+expression,25,0.2705075144767761
easy,action+expression,26,0.29041188955307007
easy,action+expression,27,0.30292147397994995
easy,action+expression,28,0.3061502277851105
easy,action+expression,29,0.3125039339065552
easy,action+expression,30,0.3178976774215698
easy,action+expression,31,0.3139384090900421
easy,action+expression,32,0.26047438383102417
easy,action+expression,33,0.2661440968513489
easy,action+expression,34,0.2697795033454895
easy,action+expression,35,0.2821652889251709
easy,action+expression,36,0.2526993155479431
easy,action+expression,37,0.29713964462280273
easy,action+expression,38,0.32219430804252625
easy,action+expression,39,0.28953367471694946
easy,action+expression,40,0.24935844540596008
easy,action+expression,41,0.2764424681663513
easy,action+expression,42,0.3240884244441986
easy,action+expression,43,0.30460312962532043
easy,action+expression,44,0.3095775842666626
easy,action+expression,45,0.29861295223236084
easy,action+expression,46,0.2884247601032257
easy,action+expression,47,0.2850196659564972
easy,action+expression,48,0.23545286059379578
easy,action+expression,49,0.23669114708900452
easy,action+expression,50,0.28275051712989807
easy,action+expression,51,0.284932017326355
easy,action+background,0,0.25605452060699463
easy,action+background,1,0.33223965764045715
easy,action+background,2,0.3245525062084198
easy,action+background,3,0.25820520520210266
easy,action+background,4,0.33370861411094666
easy,action+background,5,0.32110416889190674
easy,action+background,6,0.324041485786438
easy,action+background,7,0.3003332018852234
easy,action+background,8,0.31919142603874207
easy,action+background,9,0.3160756826400757
easy,action+background,10,0.3146347403526306
easy,action+background,11,0.3308301270008087
easy,action+background,12,0.32048529386520386
easy,action+background,13,0.33603811264038086
easy,action+background,14,0.34953874349594116
easy,action+background,15,0.31794726848602295
easy,action+background,16,0.32085293531417847
easy,action+background,17,0.30612480640411377
easy,action+background,18,0.327445387840271
easy,action+background,19,0.3110908269882202
easy,action+background,20,0.29077523946762085
easy,action+background,21,0.2889983057975769
easy,action+background,22,0.24332919716835022
easy,action+background,23,0.2807210683822632
easy,action+background,24,0.3342618942260742
easy,action+background,25,0.3270934820175171
easy,action+background,26,0.31152430176734924
easy,action+background,27,0.3404167890548706
easy,action+background,28,0.325040340423584
easy,action+background,29,0.3141660988330841
easy,action+background,30,0.3156276345252991
easy,action+background,31,0.35009369254112244
easy,action+background,32,0.27669471502304077
easy,action+background,33,0.28748661279678345
easy,action+background,34,0.3009395897388458
easy,action+background,35,0.2698144018650055
easy,action+background,36,0.34132087230682373
easy,action+background,37,0.32028651237487793
easy,action+background,38,0.305303156375885
easy,action+background,39,0.3134169578552246
easy,action+background,40,0.3216751217842102
easy,action+background,41,0.25024253129959106
easy,action+background,42,0.3412899672985077
easy,action+background,43,0.31570208072662354
easy,action+background,44,0.29781895875930786
easy,action+background,45,0.3115461468696594
easy,action+background,46,0.2906351089477539
easy,action+background,47,0.29584744572639465
easy,action+background,48,0.26446449756622314
easy,action+background,49,0.2771052420139313
easy,action+background,50,0.2972557544708252
easy,action+background,51,0.34967565536499023
easy,all,0,0.31447622179985046
easy,all,1,0.3053995966911316
easy,all,2,0.3302610516548157
easy,all,3,0.25522974133491516
easy,all,4,0.3115893602371216
easy,all,5,0.31471461057662964
easy,all,6,0.29435768723487854
easy,all,7,0.33214277029037476
easy,all,8,0.3227284848690033
easy,all,9,0.3403922915458679
easy,all,10,0.33526989817619324
easy,all,11,0.2907665967941284
easy,all,12,0.32711702585220337
easy,all,13,0.3362025022506714
easy,all,14,0.3583620488643646
easy,all,15,0.30821093916893005
easy,all,16,0.30859267711639404
easy,all,17,0.344190776348114
easy,all,18,0.29997944831848145
easy,all,19,0.30454587936401367
easy,all,20,0.2789924144744873
easy,all,21,0.3327852487564087
easy,all,22,0.31065768003463745
easy,all,23,0.2913714647293091
easy,all,24,0.2998833656311035
easy,all,25,0.3161473274230957
easy,all,26,0.3404625654220581
easy,all,27,0.32702958583831787
easy,all,28,0.3373856246471405
easy,all,29,0.3307769000530243
easy,all,30,0.32429665327072144
easy,all,31,0.32323962450027466
easy,all,32,0.2951135039329529
easy,all,33,0.34030789136886597
easy,all,34,0.3317185640335083
easy,all,35,0.29337942600250244
easy,all,36,0.3336696922779083
easy,all,37,0.3570537865161896
easy,all,38,0.30211693048477173
easy,all,39,0.31065288186073303
easy,all,40,0.323264479637146
easy,all,41,0.3183130621910095
easy,all,42,0.31581270694732666
easy,all,43,0.2996116578578949
easy,all,44,0.319902241230011
easy,all,45,0.2877296805381775
easy,all,46,0.3401319086551666
easy,all,47,0.31437239050865173
easy,all,48,0.2820301055908203
easy,all,49,0.2771254777908325
easy,all,50,0.2911006808280945
easy,all,51,0.32952484488487244
medium,simple,0,0.2723580002784729
medium,simple,1,0.27142661809921265
medium,simple,2,0.26026588678359985
medium,simple,3,0.2608044445514679
medium,simple,4,0.25688210129737854
medium,simple,5,0.25677815079689026
medium,simple,6,0.2999919056892395
medium,simple,7,0.3006722033023834
medium,simple,8,0.30182161927223206
medium,simple,9,0.30192285776138306
medium,simple,10,0.3043676018714905
medium,simple,11,0.3047613501548767
medium,simple,12,0.3192179799079895
medium,simple,13,0.3194551467895508
medium,simple,14,0.2975097596645355
medium,simple,15,0.29761216044425964
medium,simple,16,0.28230541944503784
medium,simple,17,0.2820212244987488
medium,simple,18,0.26799964904785156
medium,simple,19,0.2678638696670532
medium,simple,20,0.2611982822418213
medium,simple,21,0.2613402009010315
medium,simple,22,0.25782865285873413
medium,simple,23,0.25766199827194214
medium,simple,24,0.2718750238418579
medium,simple,25,0.2710925340652466
medium,simple,26,0.2517409324645996
medium,simple,27,0.25168392062187195
medium,simple,28,0.3384934961795807
medium,simple,29,0.3386368155479431
medium,simple,30,0.2924957275390625
medium,simple,31,0.291812002658844
medium,simple,32,0.2140144556760788
medium,simple,33,0.21332331001758575
medium,simple,34,0.24590615928173065
medium,simple,35,0.2459115833044052
medium,simple,36,0.3277605473995209
medium,simple,37,0.32774341106414795
medium,simple,38,0.32932743430137634
medium,simple,39,0.3293740749359131
medium,simple,40,0.2631402015686035
medium,simple,41,0.2638229727745056
medium,simple,42,0.2845742702484131
medium,simple,43,0.2848678529262543
medium,simple,44,0.2727246582508087
medium,simple,45,0.27252742648124695
medium,simple,46,0.28855812549591064
medium,simple,47,0.28816336393356323
medium,simple,48,0.26603931188583374
medium,simple,49,0.2708843946456909
medium,simple,50,0.25080278515815735
medium,simple,51,0.2514152228832245
medium,action+layout,0,0.28530123829841614
medium,action+layout,1,0.2769899070262909
medium,action+layout,2,0.3116833567619324
medium,action+layout,3,0.3053438365459442
medium,action+layout,4,0.3055189847946167
medium,action+layout,5,0.29602718353271484
medium,action+layout,6,0.3162085711956024
medium,action+layout,7,0.2905804216861725
medium,action+layout,8,0.3065090775489807
medium,action+layout,9,0.2955877184867859
medium,action+layout,10,0.2955520451068878
medium,action+layout,11,0.295219749212265
medium,action+layout,12,0.29499536752700806
medium,action+layout,13,0.28445881605148315
medium,action+layout,14,0.32162535190582275
medium,action+layout,15,0.2572520971298218
medium,action+layout,16,0.2826632261276245
medium,action+layout,17,0.2810978889465332
medium,action+layout,18,0.30919694900512695
medium,action+layout,19,0.2758451998233795
medium,action+layout,20,0.2545032203197479
medium,action+layout,21,0.3024553656578064
medium,action+layout,22,0.27916190028190613
medium,action+layout,23,0.29747870564460754
medium,action+layout,24,0.30876243114471436
medium,action+layout,25,0.31876301765441895
medium,action+layout,26,0.2665960490703583
medium,action+layout,27,0.2642250657081604
medium,action+layout,28,0.31857311725616455
medium,action+layout,29,0.3431640565395355
medium,action+layout,30,0.3302570879459381
medium,action+layout,31,0.32574281096458435
medium,action+layout,32,0.2981933653354645
medium,action+layout,33,0.2960571050643921
medium,action+layout,34,0.3140736222267151
medium,action+layout,35,0.24332180619239807
medium,action+layout,36,0.2383108139038086
medium,action+layout,37,0.33355286717414856
medium,action+layout,38,0.3275552988052368
medium,action+layout,39,0.3248860239982605
medium,action+layout,40,0.28523820638656616
medium,action+layout,41,0.32717886567115784
medium,action+layout,42,0.31843507289886475
medium,action+layout,43,0.30030250549316406
medium,action+layout,44,0.3076533079147339
medium,action+layout,45,0.3353351354598999
medium,action+layout,46,0.33339959383010864
