mode,prompt_type,id_,score
easy,simple,0,0.7419302463531494
easy,simple,1,0.7419271469116211
easy,simple,2,0.8111836910247803
easy,simple,3,0.8111395835876465
easy,simple,4,0.7957582473754883
easy,simple,5,0.7960358262062073
easy,simple,6,0.7585152387619019
easy,simple,7,0.7586092352867126
easy,simple,8,0.7288098335266113
easy,simple,9,0.7288557887077332
easy,simple,10,0.792741596698761
easy,simple,11,0.7927717566490173
easy,simple,12,0.8009244203567505
easy,simple,13,0.8008280396461487
easy,simple,14,0.7221311330795288
easy,simple,15,0.722186803817749
easy,simple,16,0.7293596267700195
easy,simple,17,0.7295427918434143
easy,simple,18,0.8131741881370544
easy,simple,19,0.8131823539733887
easy,simple,20,0.8128530383110046
easy,simple,21,0.8126299381256104
easy,simple,22,0.7441263198852539
easy,simple,23,0.7441694736480713
easy,simple,24,0.6987621784210205
easy,simple,25,0.6988674402236938
easy,simple,26,0.7932664752006531
easy,simple,27,0.7934579253196716
easy,simple,28,0.7575573325157166
easy,simple,29,0.7575339674949646
easy,simple,30,0.6461613178253174
easy,simple,31,0.6461613178253174
easy,simple,32,0.6382242441177368
easy,simple,33,0.6382001042366028
easy,simple,34,0.8151763677597046
easy,simple,35,0.8153592348098755
easy,simple,36,0.8648086190223694
easy,simple,37,0.8647799491882324
easy,simple,38,0.6961508989334106
easy,simple,39,0.6963996887207031
easy,simple,40,0.7221406698226929
easy,simple,41,0.7222169637680054
easy,simple,42,0.8280261158943176
easy,simple,43,0.8278350830078125
easy,simple,44,0.7655586004257202
easy,simple,45,0.7656622529029846
easy,simple,46,0.6935574412345886
easy,simple,47,0.6936203837394714
easy,simple,48,0.7331732511520386
easy,simple,49,0.7330552935600281
easy,simple,50,0.8147107362747192
easy,simple,51,0.814731240272522
easy,action+layout,0,0.6997904181480408
easy,action+layout,1,0.7295668125152588
easy,action+layout,2,0.7876078486442566
easy,action+layout,3,0.8119610548019409
easy,action+layout,4,0.8144638538360596
easy,action+layout,5,0.8050837516784668
easy,action+layout,6,0.7096514701843262
easy,action+layout,7,0.7452892065048218
easy,action+layout,8,0.669614315032959
easy,action+layout,9,0.7343143224716187
easy,action+layout,10,0.7633396983146667
easy,action+layout,11,0.7818825244903564
easy,action+layout,12,0.7923994064331055
easy,action+layout,13,0.8288668394088745
easy,action+layout,14,0.6655296087265015
easy,action+layout,15,0.7065987586975098
easy,action+layout,16,0.6920583844184875
easy,action+layout,17,0.7279233932495117
easy,action+layout,18,0.6464242935180664
easy,action+layout,19,0.8021698594093323
easy,action+layout,20,0.7456533908843994
easy,action+layout,21,0.812299907207489
easy,action+layout,22,0.7141150832176208
easy,action+layout,23,0.7097758650779724
easy,action+layout,24,0.634869396686554
easy,action+layout,25,0.7880973815917969
easy,action+layout,26,0.8205361366271973
easy,action+layout,27,0.7406871318817139
easy,action+layout,28,0.6342565417289734
easy,action+layout,29,0.7292642593383789
easy,action+layout,30,0.6832292079925537
easy,action+layout,31,0.5958501100540161
easy,action+layout,32,0.6453993320465088
easy,action+layout,33,0.7430517673492432
easy,action+layout,34,0.820716381072998
easy,action+layout,35,0.8090237975120544
easy,action+layout,36,0.7360848188400269
easy,action+layout,37,0.848857045173645
easy,action+layout,38,0.6617596745491028
easy,action+layout,39,0.7134765386581421
easy,action+layout,40,0.6941097974777222
easy,action+layout,41,0.7343767881393433
easy,action+layout,42,0.7572858929634094
easy,action+layout,43,0.8234994411468506
easy,action+layout,44,0.7234864234924316
easy,action+layout,45,0.7635142207145691
easy,action+layout,46,0.7085775136947632
easy,action+layout,47,0.698417603969574
easy,action+layout,48,0.7059260010719299
easy,action+layout,49,0.7384830117225647
easy,action+layout,50,0.7298158407211304
easy,action+layout,51,0.8088667988777161
easy,action+expression,0,0.7407382130622864
easy,action+expression,1,0.7483829855918884
easy,action+expression,2,0.803757905960083
easy,action+expression,3,0.7847851514816284
easy,action+expression,4,0.801209568977356
easy,action+expression,5,0.8601460456848145
easy,action+expression,6,0.7157480716705322
easy,action+expression,7,0.7579872012138367
easy,action+expression,8,0.7106506824493408
easy,action+expression,9,0.7598576545715332
easy,action+expression,10,0.8105225563049316
easy,action+expression,11,0.7201288938522339
easy,action+expression,12,0.8199076056480408
easy,action+expression,13,0.8295695781707764
easy,action+expression,14,0.7374487519264221
easy,action+expression,15,0.7445405721664429
easy,action+expression,16,0.7288504242897034
easy,action+expression,17,0.7222921848297119
easy,action+expression,18,0.8112807273864746
easy,action+expression,19,0.80817711353302
easy,action+expression,20,0.8091330528259277
easy,action+expression,21,0.8122462034225464
easy,action+expression,22,0.7514050006866455
easy,action+expression,23,0.7337383031845093
easy,action+expression,24,0.7082741856575012
easy,action+expression,25,0.710256040096283
easy,action+expression,26,0.7994755506515503
easy,action+expression,27,0.7745598554611206
easy,action+expression,28,0.7799286842346191
easy,action+expression,29,0.7653086185455322
easy,action+expression,30,0.7032493352890015
easy,action+expression,31,0.6837583184242249
easy,action+expression,32,0.7496334314346313
easy,action+expression,33,0.7539132237434387
easy,action+expression,34,0.8050742745399475
easy,action+expression,35,0.8041345477104187
easy,action+expression,36,0.8385566473007202
easy,action+expression,37,0.7739261388778687
easy,action+expression,38,0.6720658540725708
easy,action+expression,39,0.7162918448448181
easy,action+expression,40,0.7339316010475159
easy,action+expression,41,0.7031757831573486
easy,action+expression,42,0.8297904133796692
easy,action+expression,43,0.8104572892189026
easy,action+expression,44,0.7405754327774048
easy,action+expression,45,0.7770289182662964
easy,action+expression,46,0.7095542550086975
