mode,prompt_type,id_,score,blip_caption
easy,simple,0,0.4350605905056,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,1,0.4350605905056,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,2,0.4403514266014099,arafed woman in a blue top and jeans standing in front of a stone wall
easy,simple,3,0.4403514266014099,arafed woman in a blue top and jeans standing in front of a stone wall
easy,simple,4,0.5628529191017151,a close up of a woman in a blue shirt and jeans
easy,simple,5,0.5628529191017151,a close up of a woman in a blue shirt and jeans
easy,simple,6,0.4950461983680725,arafed man in a suit and red tie standing in a park
easy,simple,7,0.4950461983680725,arafed man in a suit and red tie standing in a park
easy,simple,8,0.7650083899497986,there is a man in a suit and tie running in the woods
easy,simple,9,0.7650083899497986,there is a man in a suit and tie running in the woods
easy,simple,10,0.4445706903934479,arafed woman in blue shirt and black skirt standing on a bridge
easy,simple,11,0.4445706903934479,arafed woman in blue shirt and black skirt standing on a bridge
easy,simple,12,0.3973058760166168,blond woman in a grey top and jeans posing for a picture
easy,simple,13,0.3973058760166168,blond woman in a grey top and jeans posing for a picture
easy,simple,14,0.7089126110076904,there is a man in a suit and tie posing for a picture
easy,simple,15,0.7089126110076904,there is a man in a suit and tie posing for a picture
easy,simple,16,0.6655288338661194,there is a man in a suit and tie standing in front of a table
easy,simple,17,0.6655288338661194,there is a man in a suit and tie standing in front of a table
easy,simple,18,0.31133270263671875,blond woman in denim top and black pants posing for a picture
easy,simple,19,0.31133270263671875,blond woman in denim top and black pants posing for a picture
easy,simple,20,0.44668516516685486,a woman in a white top and blue pants walking down a street
easy,simple,21,0.44668516516685486,a woman in a white top and blue pants walking down a street
easy,simple,22,0.3986424505710602,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,23,0.3986424505710602,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,24,0.5923153758049011,araffe dressed in a suit and tie standing on a skateboard
easy,simple,25,0.5923153758049011,araffe dressed in a suit and tie standing on a skateboard
easy,simple,26,0.5688109993934631,araffe woman in blue jeans and a blue shirt posing for a picture
easy,simple,27,0.5688109993934631,araffe woman in blue jeans and a blue shirt posing for a picture
easy,simple,28,0.5080662369728088,arafed woman in a short skirt leaning against a stone wall
easy,simple,29,0.5080662369728088,arafed woman in a short skirt leaning against a stone wall
easy,simple,30,0.3520374298095703,arafed man in a suit and red tie standing in front of a fence
easy,simple,31,0.3520374298095703,arafed man in a suit and red tie standing in front of a fence
easy,simple,32,0.34142863750457764,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,33,0.34142863750457764,arafed man in a suit and red tie standing in front of a brick wall
easy,simple,34,0.6816748380661011,arafed woman in jeans and a tan top is holding her hands
easy,simple,35,0.6816748380661011,arafed woman in jeans and a tan top is holding her hands
easy,simple,36,0.7399745583534241,arafed woman sitting on the ground next to a wall
easy,simple,37,0.7399745583534241,arafed woman sitting on the ground next to a wall
easy,simple,38,0.6722557544708252,arafed man kneeling on a rock with a smile on his face
easy,simple,39,0.6722557544708252,arafed man kneeling on a rock with a smile on his face
easy,simple,40,0.6192967295646667,arafed man in a suit and tie sitting on a rock
easy,simple,41,0.6192967295646667,arafed man in a suit and tie sitting on a rock
easy,simple,42,0.6293174028396606,arafed woman sitting on a stone wall with her legs crossed
easy,simple,43,0.6293174028396606,arafed woman sitting on a stone wall with her legs crossed
easy,simple,44,0.35226669907569885,arafed woman in a denim dress holding a yellow frisbee
easy,simple,45,0.35226669907569885,arafed woman in a denim dress holding a yellow frisbee
easy,simple,46,0.448303759098053,arafed man in a suit and red tie standing in front of a table
easy,simple,47,0.448303759098053,arafed man in a suit and red tie standing in front of a table
easy,simple,48,0.5250400900840759,araffe dressed in a suit and tie standing in front of a stone wall
easy,simple,49,0.5250400900840759,araffe dressed in a suit and tie standing in front of a stone wall
easy,simple,50,0.5840923190116882,arafed woman leaning against a stone wall with a smile
easy,simple,51,0.5840923190116882,arafed woman leaning against a stone wall with a smile
easy,action+layout,0,0.40137815475463867,arafed man in a suit and red tie standing in front of a brick wall
easy,action+layout,1,0.5861449837684631,arafed man in a suit and tie standing in front of a stone wall
easy,action+layout,2,0.4161994457244873,araffe woman in jeans and a pink top standing in front of a stone wall
easy,action+layout,3,0.5478160977363586,araffe woman in blue jeans and a tan top walking down a sidewalk
easy,action+layout,4,0.5502656698226929,arafed woman in jeans and a t - shirt posing for a picture
easy,action+layout,5,0.5389896631240845,arafed woman standing in front of a stone wall with a skateboard
easy,action+layout,6,0.6918528079986572,arafed man in a suit and tie walking up a flight of stairs
easy,action+layout,7,0.6491695642471313,arafed man in a suit and tie standing in front of a building
easy,action+layout,8,0.6940512657165527,arafed man in a suit and tie walking down a street
easy,action+layout,9,0.661875307559967,there is a man in a suit and tie standing next to a railing
easy,action+layout,10,0.45531678199768066,arafed woman in blue shirt and blue leggings standing on a skateboard
easy,action+layout,11,0.6687996983528137,araffe woman in blue jeans and a grey top is walking
easy,action+layout,12,0.4494256377220154,blonde woman in a tan top and jeans posing for a picture
easy,action+layout,13,0.45794129371643066,arafed woman in a green shirt and blue jeans posing for a picture
easy,action+layout,14,0.6914762258529663,there is a man in a suit and tie standing on a balcony
easy,action+layout,15,0.6397908926010132,there is a man in a suit and tie standing in front of a mountain
easy,action+layout,16,0.4002987742424011,arafed man in a suit and red tie standing in front of a podium
easy,action+layout,17,0.605042576789856,arafed man in a suit and tie standing in a courtroom
easy,action+layout,18,0.5079021453857422,arafed woman in jeans and a green shirt is standing in a parking lot
easy,action+layout,19,0.44821077585220337,arafed woman in a green top and jeans posing for a picture
easy,action+layout,20,0.629650354385376,arafed woman in jeans and a t - shirt posing for a picture
easy,action+layout,21,0.4627477824687958,arafed woman standing in front of a stone wall with a skateboard
easy,action+layout,22,0.5186075568199158,arafed man in a suit and tie standing in front of a brick wall
easy,action+layout,23,0.5435451865196228,araffe dressed in a suit and tie standing in front of a stone wall
easy,action+layout,24,0.5157974362373352,arafed man in a suit and tie standing in front of a stone wall
easy,action+layout,25,0.674069881439209,there is a man in a suit and tie standing in front of a rock
easy,action+layout,26,0.706922173500061,araffe woman in blue jeans and a blue shirt is flying
easy,action+layout,27,0.5607737898826599,a woman in a blue top and jeans is standing on a rock
easy,action+layout,28,0.48851555585861206,araffed woman in jeans and a tan shirt posing for a picture
easy,action+layout,29,0.40885129570961,blonde woman with a bag and a smile standing in front of a tree
easy,action+layout,30,0.390424907207489,arafed man in a blue shirt and red tie standing on a skateboard
easy,action+layout,31,0.5305994749069214,arafed man in a suit and red tie standing in front of a clock
easy,action+layout,32,0.3486061096191406,arafed man in a suit and red tie standing in front of a stone wall
easy,action+layout,33,0.6272615194320679,arafed man in a suit and tie holding a pair of scissors
easy,action+layout,34,0.5468946099281311,araffe woman in orange shirt and blue jeans posing for a picture
easy,action+layout,35,0.3394262194633484,araffe woman in jeans and a gray top standing in front of a brick wall
easy,action+layout,36,0.5123418569564819,arafed woman sitting on a stone wall with a skateboard
easy,action+layout,37,0.6350733041763306,arafed woman sitting on a brick wall with her legs crossed
easy,action+layout,38,0.44968926906585693,arafed man in a blue shirt and tie sitting on a rock
easy,action+layout,39,0.6229613423347473,araffe man in a suit squatting on a sidewalk with a cigarette
easy,action+layout,40,0.6326747536659241,araffe man in a suit sitting on a rock wall
easy,action+layout,41,0.6250306963920593,arafed man in a suit and tie sitting on a rock
easy,action+layout,42,0.637653112411499,araffe sitting on a rock with her legs crossed and her hand on her hip
easy,action+layout,43,0.3795854151248932,blonde woman in jeans and a grey top sitting on a bench
