mode,prompt_type,id_,score,blip_caption
easy,simple,0,0.6266084909439087,araffe dressed in a black suit standing in a warehouse
easy,simple,1,0.6266084909439087,araffe dressed in a black suit standing in a warehouse
easy,simple,2,0.6663782596588135,arafed woman in a white dress posing for a picture
easy,simple,3,0.6663782596588135,arafed woman in a white dress posing for a picture
easy,simple,4,0.53513503074646,woman walking down a street in a blue dress and white jacket
easy,simple,5,0.53513503074646,woman walking down a street in a blue dress and white jacket
easy,simple,6,0.79836505651474,there are many people walking down the street in the city
easy,simple,7,0.79836505651474,there are many people walking down the street in the city
easy,simple,8,0.8069354891777039,there is a man running in a marathon in the street
easy,simple,9,0.8069354891777039,there is a man running in a marathon in the street
easy,simple,10,0.7498521208763123,woman running in a city street with a city background
easy,simple,11,0.7498521208763123,woman running in a city street with a city background
easy,simple,12,0.5536330342292786,woman in white dress making a peace sign on a city street
easy,simple,13,0.5536330342292786,woman in white dress making a peace sign on a city street
easy,simple,14,0.5884287357330322,arafed man in a gray shirt and a backpack making a peace sign
easy,simple,15,0.5884287357330322,arafed man in a gray shirt and a backpack making a peace sign
easy,simple,16,0.6927466988563538,man in white shirt and black pants clapping in front of a crowd
easy,simple,17,0.6927466988563538,man in white shirt and black pants clapping in front of a crowd
easy,simple,18,0.6146129965782166,bride in white dress waving in front of a crowd of people
easy,simple,19,0.6146129965782166,bride in white dress waving in front of a crowd of people
easy,simple,20,0.5354037880897522,arafed woman in a blue suit and white shirt standing in a street
easy,simple,21,0.5354037880897522,arafed woman in a blue suit and white shirt standing in a street
easy,simple,22,0.5839600563049316,araffe man in a gray shirt and jeans standing on a city street
easy,simple,23,0.5839600563049316,araffe man in a gray shirt and jeans standing on a city street
easy,simple,24,0.6687458157539368,man jumping in the air in a city street with buildings in the background
easy,simple,25,0.6687458157539368,man jumping in the air in a city street with buildings in the background
easy,simple,26,0.7616012096405029,arafed woman in black jacket jumping in air in front of couch
easy,simple,27,0.7616012096405029,arafed woman in black jacket jumping in air in front of couch
easy,simple,28,0.7104972004890442,blond woman with a watch and a diamond bracelet
easy,simple,29,0.7104972004890442,blond woman with a watch and a diamond bracelet
easy,simple,30,0.7717432975769043,someone is holding a watch on their wrist on a plate
easy,simple,31,0.7717432975769043,someone is holding a watch on their wrist on a plate
easy,simple,32,0.8467005491256714,there is a man that is holding his hands together in front of him
easy,simple,33,0.8467005491256714,there is a man that is holding his hands together in front of him
easy,simple,34,0.5005290508270264,blond woman with arms crossed in a room with wooden tables
easy,simple,35,0.5414245128631592,blond woman with arms crossed in a room with a window
easy,simple,36,0.5724522471427917,woman in white dress kneeling on stone floor with white sheet
easy,simple,37,0.5724522471427917,woman in white dress kneeling on stone floor with white sheet
easy,simple,38,0.7703050374984741,there is a man kneeling down in a courtyard with a sword
easy,simple,39,0.7703050374984741,there is a man kneeling down in a courtyard with a sword
easy,simple,40,0.7486444711685181,arafed man squatting with a barbell in a gym
easy,simple,41,0.7486444711685181,arafed man squatting with a barbell in a gym
easy,simple,42,0.8013798594474792,arafed woman squatting on the ground in a gym
easy,simple,43,0.8013798594474792,arafed woman squatting on the ground in a gym
easy,simple,44,0.6637265086174011,there is a woman with a red boxing glove in a gym
easy,simple,45,0.7988220453262329,there is a woman with boxing gloves on posing for a picture
easy,simple,46,0.7367974519729614,there is a man with a boxing glove on in a boxing ring
easy,simple,47,0.7367974519729614,there is a man with a boxing glove on in a boxing ring
easy,simple,48,0.6250309348106384,araffe man in grey shirt standing in front of a building
easy,simple,49,0.6250309348106384,araffe man in grey shirt standing in front of a building
easy,simple,50,0.30375936627388,blonde woman with blue eyes and a white shirt sitting on a bench
easy,simple,51,0.30375936627388,blonde woman with blue eyes and a white shirt sitting on a bench
easy,action+layout,0,0.7052862048149109,araffe man with a beard and a suit jacket looking at the camera
easy,action+layout,1,0.6714661121368408,batman in a suit standing in a room with a lot of people
easy,action+layout,2,0.5226812958717346,araffe woman in a gray dress walking down a stone walkway
easy,action+layout,3,0.5878889560699463,arafed woman in a white shirt and black pants posing for a picture
easy,action+layout,4,0.6611407399177551,araffe walking down a busy city street in a long gray coat
easy,action+layout,5,0.7957007884979248,there is a woman walking down a narrow street in a city
easy,action+layout,6,0.7233436107635498,there is a man walking down the street with a skateboard
easy,action+layout,7,0.7611894011497498,there is a man walking down a street with a suitcase
easy,action+layout,8,0.715936005115509,there is a man running on a city street with a red shirt
easy,action+layout,9,0.8334391713142395,there is a man running in a race in the street
easy,action+layout,10,0.7914647459983826,there is a woman running on a road with a bike
easy,action+layout,11,0.7593429684638977,there are two women running in a race in the city
easy,action+layout,12,0.6160988807678223,woman in white shirt making a peace sign on a city street
easy,action+layout,13,0.6081501245498657,araffe woman in white dress waving in the street
easy,action+layout,14,0.6845020651817322,someone is taking a picture of a man crossing a street
easy,action+layout,15,0.8625954389572144,there is a man that is waving his hands in the air
easy,action+layout,16,0.8213378190994263,there are many hands that are clapping together in a group
easy,action+layout,17,0.7407495379447937,araffe man in white suit applauding crowd with hands up
easy,action+layout,18,0.7847141623497009,arafed woman standing in front of a crowd of people clapping
easy,action+layout,19,0.6545267105102539,araffe woman in a white dress waving her hands in front of a crowd
easy,action+layout,20,0.574951171875,arafed woman in a pink shirt and jeans posing for a picture
easy,action+layout,21,0.5284497141838074,arafed woman in a library with a leather jacket and jeans
easy,action+layout,22,0.5319604873657227,arafed man in a blue suit standing on a street
easy,action+layout,23,0.7620383501052856,there is a man in a suit and tie standing in a city
easy,action+layout,24,0.8186336755752563,man jumping in the air with his arms outstretched in the air
easy,action+layout,25,0.78304123878479,arafed man in a black jacket jumping in the air
easy,action+layout,26,0.7465792894363403,arafed woman in a black top and shorts is flying through the air
easy,action+layout,27,0.6341294050216675,woman jumping in the air in front of a mountain with a sky background
easy,action+layout,28,0.8256775140762329,a close up of a woman wearing a watch and bracelet
easy,action+layout,29,0.7544066905975342,blond woman wearing a watch and bracelet looking at her wrist
easy,action+layout,30,0.7833929657936096,someone is holding a watch on their wrist on a desk
easy,action+layout,31,0.6556440591812134,araffed man wearing a watch and a blue shirt
easy,action+layout,32,0.8603155612945557,there is a man that is holding his chest with both hands
easy,action+layout,33,0.7261228561401367,arafed man in a white shirt standing with his arms crossed
easy,action+layout,34,0.5503307580947876,blond woman with blue eyes and white shirt posing for a picture
easy,action+layout,35,0.4400387406349182,blond woman in a white dress posing for a picture in a restaurant
easy,action+layout,36,0.5919521450996399,araffes woman in a white dress is playing with a cat
easy,action+layout,37,0.8312041759490967,there is a woman kneeling down with a gun in her hand
easy,action+layout,38,0.5249194502830505,arafed man in a blue suit sitting on a cement surface
easy,action+layout,39,0.8497599363327026,there is a man kneeling on the ground in front of a building
easy,action+layout,40,0.7505397796630859,arafed man squatting down with a pair of scissors in his hand
easy,action+layout,41,0.5939546227455139,arafed man squatting in a warehouse with a skateboard
easy,action+layout,42,0.6018283367156982,arafed woman in a red jacket tying up her shoe
easy,action+layout,43,0.703211784362793,arafed woman in a black sports bra top crouches down to squat
easy,action+layout,44,0.621656060218811,blond woman in a boxing stance with a red glove
easy,action+layout,45,0.614352285861969,woman in white shirt and red boxing gloves in a boxing ring
easy,action+layout,46,0.7694393992424011,there are two men in a boxing ring with a man in a boxing ring
easy,action+layout,47,0.7084501385688782,arafed man in boxing gloves in a boxing ring
easy,action+layout,48,0.48180919885635376,araffe man in a white shirt and suspenders standing in front of a building
easy,action+layout,49,0.6104797124862671,araffe man in a gray shirt standing in front of a building
easy,action+layout,50,0.5416644811630249,arafed woman in white dress standing on a concrete surface
