mode,prompt_type,id_,score,blip_caption
easy,simple,0,0.5485732555389404,arafed man in a blue suit standing against a wall
easy,simple,1,0.5485732555389404,arafed man in a blue suit standing against a wall
easy,simple,2,0.4931609332561493,arafed woman in a blue coat and white pants standing in front of a wall
easy,simple,3,0.4931609332561493,arafed woman in a blue coat and white pants standing in front of a wall
easy,simple,4,0.6576679348945618,araffe walking down a narrow alleyway with a bag in hand
easy,simple,5,0.6576679348945618,araffe walking down a narrow alleyway with a bag in hand
easy,simple,6,0.7934907078742981,there is a man walking down a narrow alley way
easy,simple,7,0.7934907078742981,there is a man walking down a narrow alley way
easy,simple,8,0.609859824180603,arafed man running in a park with trees and fog
easy,simple,9,0.609859824180603,arafed man running in a park with trees and fog
easy,simple,10,0.7578035593032837,there are two people running in the woods together
easy,simple,11,0.7578035593032837,there are two people running in the woods together
easy,simple,12,0.6168368458747864,araffe woman waving in front of a building with a brown bag
easy,simple,13,0.6168368458747864,araffe woman waving in front of a building with a brown bag
easy,simple,14,0.54899662733078,araffe man in sunglasses and a blue shirt is standing on a street
easy,simple,15,0.54899662733078,araffe man in sunglasses and a blue shirt is standing on a street
easy,simple,16,0.6769937872886658,smiling man in blue vest and white shirt clapping his hands
easy,simple,17,0.6769937872886658,smiling man in blue vest and white shirt clapping his hands
easy,simple,18,0.6174923181533813,smiling woman in a gray shirt and blue pants clapping
easy,simple,19,0.6174923181533813,smiling woman in a gray shirt and blue pants clapping
easy,simple,20,0.5495012402534485,arafed woman in blue jeans and a white top standing in front of a wall
easy,simple,21,0.5495012402534485,arafed woman in blue jeans and a white top standing in front of a wall
easy,simple,22,0.4459192752838135,arafed man in a blue suit standing against a brick wall
easy,simple,23,0.4459192752838135,arafed man in a blue suit standing against a brick wall
easy,simple,24,0.7319850921630859,arafed man in a blue suit jumping in the air
easy,simple,25,0.7319850921630859,arafed man in a blue suit jumping in the air
easy,simple,26,0.7918028831481934,arafed woman in blue jeans jumping in the air
easy,simple,27,0.7918028831481934,arafed woman in blue jeans jumping in the air
easy,simple,28,0.7782058715820312,araffe woman holding a watch in her hands and showing it to the camera
easy,simple,29,0.7782058715820312,araffe woman holding a watch in her hands and showing it to the camera
easy,simple,30,0.7945446372032166,someone is holding a watch with roman numerals on it
easy,simple,31,0.7945446372032166,someone is holding a watch with roman numerals on it
easy,simple,32,0.6554420590400696,araffe man in a white shirt and blue pants looking at his cell phone
easy,simple,33,0.6554420590400696,araffe man in a white shirt and blue pants looking at his cell phone
easy,simple,34,0.48580944538116455,blond woman in white top and jeans posing for a picture
easy,simple,35,0.48580944538116455,blond woman in white top and jeans posing for a picture
easy,simple,36,0.8047747015953064,there is a woman sitting on the ground in the sun
easy,simple,37,0.8047747015953064,there is a woman sitting on the ground in the sun
easy,simple,38,0.5601116418838501,araffe man kneeling down in a hallway with a blue shirt and jeans
easy,simple,39,0.5601116418838501,araffe man kneeling down in a hallway with a blue shirt and jeans
easy,simple,40,0.751533031463623,arafed man squatting on a sidewalk with his hands crossed
easy,simple,41,0.751533031463623,arafed man squatting on a sidewalk with his hands crossed
easy,simple,42,0.679175078868866,arafed woman squatting on a sidewalk with a wall in the background
easy,simple,43,0.679175078868866,arafed woman squatting on a sidewalk with a wall in the background
easy,simple,44,0.630179226398468,arafed woman in white shirt and blue jeans with boxing gloves
easy,simple,45,0.630179226398468,arafed woman in white shirt and blue jeans with boxing gloves
easy,simple,46,0.6285076141357422,arafed man in a white shirt and jeans with a boxing glove
easy,simple,47,0.6285076141357422,arafed man in a white shirt and jeans with a boxing glove
easy,simple,48,0.38880813121795654,arafed man in a white shirt and blue jacket standing in front of a brick wall
easy,simple,49,0.38880813121795654,arafed man in a white shirt and blue jacket standing in front of a brick wall
easy,simple,50,0.47030794620513916,arafed woman standing against a wall wearing a blue cardigan
easy,simple,51,0.47030794620513916,arafed woman standing against a wall wearing a blue cardigan
easy,action+layout,0,0.5228527188301086,arafed man in a blue suit standing against a wall
easy,action+layout,1,0.6903929710388184,arafed man in a suit standing in front of a wall
easy,action+layout,2,0.5716898441314697,araffed woman in white shirt and jeans standing on dirt ground
easy,action+layout,3,0.42249393463134766,araffe woman in white pants and a crop top standing in front of a building
easy,action+layout,4,0.4662986099720001,arafed woman in a blue coat and white pants walking down a narrow alleyway
easy,action+layout,5,0.6149513125419617,araffe woman in a blue dress walking through a building
easy,action+layout,6,0.6731142997741699,araffe walking on a brick sidewalk with a shadow of a man
easy,action+layout,7,0.6093525290489197,arafed man in a suit walking through a stone archway
easy,action+layout,8,0.8134735226631165,there is a man running on a path in the woods
easy,action+layout,9,0.7415870428085327,there is a man running on the beach in a blue shirt
easy,action+layout,10,0.5816901922225952,araffe woman running on a road with a blue top and grey pants
easy,action+layout,11,0.5950185060501099,arafed woman running in a forest trail in a blue top
easy,action+layout,12,0.6442064046859741,woman waving in front of a building with a brown purse
easy,action+layout,13,0.586174488067627,araffe woman in white outfit and hat waving in front of a building
easy,action+layout,14,0.5199386477470398,araffe man in blue shirt and black pants standing on a street
easy,action+layout,15,0.8339841365814209,there is a man waving his hand in the air in front of a building
easy,action+layout,16,0.7439752817153931,arafed crowd of people clapping and clapping in a stadium
easy,action+layout,17,0.3279387652873993,araffe man in a blue shirt and jeans standing in front of a brick wall
easy,action+layout,18,0.7189335227012634,arafed group of people standing in a crowd with their hands up
easy,action+layout,19,0.4272831082344055,woman in white shirt and jeans standing in front of a building
easy,action+layout,20,0.6706430912017822,arafed woman in white shirt and jeans posing for a picture
easy,action+layout,21,0.44874265789985657,arafed woman in a white shirt and blue jacket standing in front of a tan wall
easy,action+layout,22,0.5197034478187561,arafed man in a blue suit standing on a sidewalk
easy,action+layout,23,0.4579434394836426,arafed man in a white shirt and blue jeans standing in front of a brick wall
easy,action+layout,24,0.7673037052154541,arafed man in a suit jumping in the air with his arms outstretched
easy,action+layout,25,0.7743694186210632,arafed man in a suit jumping in the air with his arms outstretched
easy,action+layout,26,0.7360270023345947,arafed woman in white shirt and jeans jumping in the air
easy,action+layout,27,0.7294260859489441,araffe jumping in the air with her arms outstretched in front of a building
easy,action+layout,28,0.8422985672950745,a close up of a woman holding a wrist watch with roman numerals
easy,action+layout,29,0.7279477715492249,woman in white shirt and jeans holding a watch and looking at it
easy,action+layout,30,0.7972820997238159,someone is holding a watch and a wrist with a wrist strap
easy,action+layout,31,0.7784178256988525,someone is holding a watch with roman numerals on it
easy,action+layout,32,0.7230284810066223,arafed man in a suit with his arms crossed
easy,action+layout,33,0.3532886505126953,arafed man in a white shirt and blue pants standing in front of a brick wall
easy,action+layout,34,0.4651513695716858,arafed woman in white shirt and jeans leaning against a wall
