mode,prompt_type,id_,score,blip_caption
easy,simple,0,0.7712705731391907,there is a man in a suit and tie standing in a street
easy,simple,1,0.7331276535987854,arafed man in a suit and tie standing in a street
easy,simple,2,0.5096632838249207,arafed woman with red hair and blue shirt standing on dirt road
easy,simple,3,0.7701563835144043,there is a woman standing in the grass with her hands in her pockets
easy,simple,4,0.7906545400619507,there is a woman that is walking down a path with a skateboard
easy,simple,5,0.4750913381576538,blonde woman with long hair in a white shirt and necklace
easy,simple,6,0.7740578651428223,arafed man in a suit and tie walking down a sidewalk
easy,simple,7,0.7790566086769104,arafed man in a suit and tie walking on a sidewalk
easy,simple,8,0.8058672547340393,arafed image of a man in a suit running across a street
easy,simple,9,0.7882630825042725,there is a man in a suit running down the street
easy,simple,10,0.5834567546844482,blonde woman with a smile and a necklace on her neck
easy,simple,11,0.7826001048088074,there is a woman running on a road with trees in the background
easy,simple,12,0.6308829188346863,blonde woman with blue eyes and a smile on her face
easy,simple,13,0.574235200881958,blonde woman waving in a field with sun shining behind her
easy,simple,14,0.5901129245758057,arafed man in a suit and tie walking on a street
easy,simple,15,0.5769867300987244,arafed man in a suit and tie walking down a street
easy,simple,16,0.6166154146194458,smiling man in blue suit and tie holding up his hands
easy,simple,17,0.5048432350158691,arafed man in a suit and tie standing in a hallway
easy,simple,18,0.43781766295433044,blonde woman with long hair holding a donut in her hand
easy,simple,19,0.6221742630004883,blonde woman with long hair smiling and holding her hand up
easy,simple,20,0.5928934216499329,there is a woman standing in the grass with a frisbee
easy,simple,21,0.5169814229011536,blonde woman in jeans standing in a field of grass
easy,simple,22,0.5569354891777039,arafed man in a suit and tie standing in front of a gray background
easy,simple,23,0.6824911832809448,arafed man in a suit and tie standing in a street
easy,simple,24,0.8340135216712952,there is a man in a suit and tie jumping in the air
easy,simple,25,0.7031055688858032,there is a man in a suit and tie running across a parking lot
easy,simple,26,0.8194787502288818,blonde woman jumping in the air with her arms outstretched
easy,simple,27,0.772922933101654,araffe jumping in the air with her hair blowing in the wind
easy,simple,28,0.5439245104789734,blond woman with cross necklace and bracelet holding a cross necklace
easy,simple,29,0.7662942409515381,someone is holding a smart watch on their wrist with a black face
easy,simple,30,0.7393847107887268,araffed wrist of a man wearing a watch and a tie
easy,simple,31,0.7320807576179504,a close up of a wrist watch on a white shirt
easy,simple,32,0.7728564739227295,arafed man in a suit and tie with his hands on his chest
easy,simple,33,0.8170351982116699,there is a man in a shirt and tie holding his hands together
easy,simple,34,0.5379760265350342,blonde woman with long hair wearing a necklace and a white shirt
easy,simple,35,0.6412181854248047,arafed woman wearing a necklace with a silver pendant on it
easy,simple,36,0.6538525819778442,blonde woman kneeling on grass with her hands in the air
easy,simple,37,0.5601965188980103,blonde woman kneeling on grass praying in a field of grass
easy,simple,38,0.6835405826568604,arafed man in a suit and tie crouching down in a parking lot
easy,simple,39,0.8525764346122742,there is a man in a suit and tie kneeling on the ground
easy,simple,40,0.6666967868804932,there is a man in a suit and tie standing on a sidewalk
easy,simple,41,0.4513801634311676,arafed man in a white shirt and blue tie sitting on a chair
easy,simple,42,0.623587965965271,arafed girl squatting on the grass in a black shirt
easy,simple,43,0.7157358527183533,there is a woman kneeling down with a frisbee in her hand
easy,simple,44,0.5639405250549316,blonde woman with a baseball bat in her hand and a smile
easy,simple,45,0.6149930357933044,blond woman with long hair pointing at camera with finger
easy,simple,46,0.654576301574707,there is a man in a suit and tie running on a sidewalk
easy,simple,47,0.6795617938041687,there is a man with a beard and a tie on
easy,simple,48,0.633051872253418,arafed man in a suit and tie walking across a street
easy,simple,49,0.506036102771759,araffe dressed man walking on the street in a suit and sunglasses
easy,simple,50,0.6447405219078064,arafed woman standing on a sidewalk in a park
easy,simple,51,0.5415010452270508,blond woman with blue eyes and a necklace with a silver disc
easy,action+layout,0,0.7811095118522644,there is a man in a suit and tie standing in a room
easy,action+layout,1,0.7189744710922241,arafed man in a suit and tie with a fake nose
easy,action+layout,2,0.48867595195770264,arafed woman in a blue dress standing on a green field
easy,action+layout,3,0.5877537727355957,araffed woman in jeans and heels standing on a sidewalk
easy,action+layout,4,0.5967872142791748,arafed woman walking in a field with a frisbee in her hand
easy,action+layout,5,0.5599679946899414,araffe walking in a field of grass with trees in the background
easy,action+layout,6,0.699684202671051,araffe walking on a sidewalk with a suit and tie
easy,action+layout,7,0.759991466999054,there is a man walking on the sidewalk with a suit and tie
easy,action+layout,8,0.7882949709892273,there is a man in a suit running down the street
easy,action+layout,9,0.724062442779541,there is a man in a suit and tie running on a bridge
easy,action+layout,10,0.701869785785675,arafed woman running on a road with a tennis racket
easy,action+layout,11,0.7037043571472168,there is a woman running in a field with a frisbee
easy,action+layout,12,0.6999953389167786,smiling woman with long hair and gloves holding up her hands
easy,action+layout,13,0.735187292098999,there is a woman standing in a field with her arms outstretched
easy,action+layout,14,0.5652996897697449,arafed man in a suit and tie crossing a street
easy,action+layout,15,0.7086982727050781,arafed man in a suit and tie walking and gesturing
easy,action+layout,16,0.5522684454917908,arafed man in a suit and tie standing in front of a building
easy,action+layout,17,0.5655493140220642,there is a man in a suit and tie standing in a hallway
easy,action+layout,18,0.692615807056427,someone is reaching up to catch a frisbee in the air
easy,action+layout,19,0.8125631809234619,there is a woman holding her hands up to the camera
easy,action+layout,20,0.547309398651123,blond woman with long hair and blue eyes posing for a picture
easy,action+layout,21,0.461841881275177,blonde woman with blue eyes and long hair standing in a field
easy,action+layout,22,0.5316175818443298,araffe dressed in a blue suit and tie standing on a street
easy,action+layout,23,0.5466852784156799,arafed man in a blue suit and tie walking on a gray surface
easy,action+layout,24,0.8180552124977112,there is a man in a suit and tie jumping in the air
easy,action+layout,25,0.7197357416152954,there is a man in a suit and tie running across the street
easy,action+layout,26,0.8056315183639526,arafed woman jumping in the air with her arms outstretched
easy,action+layout,27,0.7566219568252563,arafed woman jumping in the air with a tennis racket
easy,action+layout,28,0.8378104567527771,there is a woman with a watch on her wrist and a watch on her wrist
easy,action+layout,29,0.467830091714859,blond woman with blue eyes and a necklace holding a piece of bread
easy,action+layout,30,0.7957276701927185,someone is holding a watch in their hand and pointing it at the camera
easy,action+layout,31,0.7300482392311096,someone is wearing a watch and a blue shirt
easy,action+layout,32,0.7897598147392273,there is a man in a blue shirt and tie holding his hands to his chest
easy,action+layout,33,0.8316225409507751,there is a man in a suit and tie with his hands on his chest
easy,action+layout,34,0.6430095434188843,there is a woman standing on a skateboard on a sidewalk
easy,action+layout,35,0.5995461344718933,blond woman with a white shirt and a ring on her finger
easy,action+layout,36,0.8852434158325195,there is a woman kneeling on the ground with her hands on her knees
easy,action+layout,37,0.4795432686805725,blonde woman crouching down on a green field with trees in the background
easy,action+layout,38,0.8076153993606567,arafed man in a suit kneeling on the ground with his hands clasped
easy,action+layout,39,0.746056318283081,arafed man in a suit kneeling on the ground in front of a wall
easy,action+layout,40,0.6356353163719177,arafed man in a suit and tie sitting on a curb
easy,action+layout,41,0.7196156978607178,there is a man in a suit kneeling on a sidewalk
easy,action+layout,42,0.5196661949157715,araffed girl sitting on a skateboard on a sidewalk
easy,action+layout,43,0.6672250032424927,there is a woman kneeling on the grass with a frisbee
easy,action+layout,44,0.34479618072509766,blond woman with blue eyes holding a yellow frisbee in her hand
easy,action+layout,45,0.7122800350189209,there is a woman with a tennis racket in her hand
easy,action+layout,46,0.6123253107070923,arafed man in a suit and tie standing on a street
easy,action+layout,47,0.651450514793396,they are two men with tattoos on their faces and one is pointing at the camera
easy,action+layout,48,0.6779805421829224,there is a man in a suit walking down a walkway
easy,action+layout,49,0.7058054804801941,there is a man in a suit walking down a street
easy,action+layout,50,0.6074633598327637,arafed woman with long hair holding a baseball bat over her head
easy,action+layout,51,0.6000031232833862,blonde woman with blue eyes and a necklace on her neck
easy,action+expression,0,0.6555312275886536,smiling man in a suit and tie standing in a hallway
easy,action+expression,1,0.6893318891525269,there is a man in a suit and tie standing in a hallway
easy,action+expression,2,0.4303346872329712,blond woman with blue eyes and long hair in a field
easy,action+expression,3,0.5838857889175415,arafed woman in a white dress standing in a field
easy,action+expression,4,0.35093432664871216,blonde woman in a field of grass with a sunset in the background
